Symbol,Date,Open,High,Low,Close,Volume
BTC-USD,3/13/2024,71482.11719,73637.47656,71334.09375,73083.5,48212536929
BTC-USD,4/23/2023,27816.14453,27820.24414,27400.31445,27591.38477,12785446832
BTC-USD,1/4/2024,42855.81641,44770.02344,42675.17578,44179.92188,30448091210
GOOGL,6/21/2023,122.400002,122.660004,120.099998,120.550003,30306300
LULU,4/6/2023,362.220001,365.589996,359.640015,364.329987,1322000
BTC-USD,3/7/2024,66099.74219,68029.92188,65655.53125,66925.48438,46989543159
GOOG,8/31/2023,137.050003,138.399994,136.820007,137.350006,28147900
GOOGL,10/9/2023,136.940002,138.940002,135.610001,138.419998,19278100
GOOG,7/18/2023,124.904999,124.989998,123.300003,124.080002,21071200
GOOGL,12/1/2023,131.860001,132.110001,130.669998,131.860001,31431200
LULU,11/6/2023,411.5,412.269989,404.51001,407.950012,826900
TSLA,2/16/2024,202.059998,203.169998,197.399994,199.949997,111173600
BTC-USD,1/14/2024,42842.26172,43065.59766,41724.61328,41796.26953,17521429522
TSLA,6/15/2023,248.399994,258.950012,247.289993,255.899994,160171200
TSLA,11/7/2023,219.979996,223.119995,215.720001,222.179993,116900100
GOOG,8/17/2023,130.449997,132.490997,129.850006,130.460007,23665600
LULU,11/15/2023,433.089996,437.059998,431.450012,432.190002,1257500
GOOGL,4/27/2023,104.449997,108.370003,103.540001,107.589996,50089200
TSLA,10/13/2023,258.899994,259.600006,250.220001,251.119995,102073800
GOOGL,1/10/2024,141,143,140.910004,142.279999,21320200
TSLA,2/9/2024,190.179993,194.119995,189.479996,193.570007,84476300
GOOGL,6/12/2023,122.790001,124.050003,121.660004,123.639999,28306400
GOOGL,4/19/2023,103.580002,104.980003,103.07,104.18,20905700
GOOGL,11/6/2023,129.050003,130.339996,128.669998,130.25,19052700
GOOGL,7/24/2023,121.660004,123,120.980003,121.529999,29686100
GOOGL,5/18/2023,120.949997,123.309998,120.830002,122.830002,35234200
BTC-USD,11/13/2023,37070.30469,37405.11719,36399.60547,36502.35547,19057712790
GOOG,1/17/2024,142.910004,143.410004,140.509995,142.889999,17884500
TSLA,10/11/2023,266.200012,268.600006,260.899994,262.98999,103706300
TSLA,8/10/2023,245.399994,251.800003,243,245.339996,109498600
GOOG,6/21/2023,123.235001,123.410004,120.860001,121.260002,22612000
LULU,2/14/2024,460.440002,461.98999,456.700012,460.709991,697200
GOOG,11/2/2023,129.559998,130.089996,128.110001,128.580002,24091700
TSLA,5/11/2023,168.699997,173.570007,166.789993,172.080002,103889900
GOOGL,10/19/2023,138.5,139.660004,137.380005,137.75,26066000
BTC-USD,8/12/2023,29399.78711,29465.11328,29357.58789,29415.96484,6194358008
LULU,8/30/2023,378.869995,379,373.5,376.730011,1175800
GOOG,11/7/2023,131.979996,133.279999,131.139999,132.399994,19223800
BTC-USD,10/4/2023,27429.07422,27826.6582,27248.10547,27799.39453,11143355314
GOOGL,5/8/2023,105.18,107.959999,105.160004,107.769997,26511400
GOOG,5/15/2023,116.489998,118.794998,116.480003,116.959999,22107900
GOOGL,7/13/2023,120.93,124.830002,120.449997,124.540001,44297900
BTC-USD,4/22/2023,27265.89453,27872.14258,27169.57031,27817.5,13125734602
GOOGL,10/25/2023,128.160004,128.309998,125.07,125.610001,84366200
TSLA,7/27/2023,268.309998,269.130005,255.300003,255.710007,103697300
GOOG,2/1/2024,143.690002,144.619995,142.259995,142.710007,25526900
GOOGL,7/7/2023,120.099998,121.050003,119.400002,119.480003,21692600
BTC-USD,3/31/2023,28032.26172,28639.89648,27583.71484,28478.48438,19001327598
BTC-USD,2/21/2024,52273.53516,52368.81641,50671.75781,51839.17969,28624907020
BTC-USD,10/13/2023,26752.87891,27092.69727,26686.32227,26862.375,15165312851
TSLA,10/31/2023,196.119995,202.800003,194.070007,200.839996,118068300
LULU,7/26/2023,380.929993,381.540009,375.799988,378.980011,782400
GOOGL,7/31/2023,132.729996,133.529999,131.779999,132.720001,28055500
TSLA,6/14/2023,260.170013,261.570007,250.5,256.790009,170575500
BTC-USD,1/10/2024,46121.53906,47647.22266,44483.15234,46627.77734,50114613298
LULU,8/7/2023,380.950012,383.089996,377.190002,382.5,761500
BTC-USD,4/24/2023,27591.73047,27979.98242,27070.84961,27525.33984,17703288330
LULU,9/21/2023,387.440002,390.480011,383.75,383.899994,1543700
BTC-USD,11/18/2023,36625.37109,36839.28125,36233.3125,36585.70313,11886022717
GOOGL,10/13/2023,139.380005,140,136.619995,137.360001,23420500
GOOGL,11/17/2023,136,136.059998,133.649994,135.309998,37240600
BTC-USD,2/25/2024,51565.21484,51950.02734,51306.17188,51733.23828,15413239245
BTC-USD,5/9/2023,27695.06836,27821.40039,27375.60156,27658.77539,14128593256
TSLA,3/29/2023,193.130005,195.289993,189.440002,193.880005,123660000
TSLA,3/11/2024,175.449997,182.869995,174.800003,177.770004,85391500
GOOGL,9/22/2023,130.759995,132.029999,129.600006,130.25,26397300
GOOG,6/15/2023,123.879997,126.160004,123.139999,125.790001,24517100
TSLA,12/13/2023,234.190002,240.300003,228.199997,239.289993,146286300
TSLA,1/26/2024,185.5,186.779999,182.100006,183.25,107343200
GOOGL,12/11/2023,132.380005,133.339996,131.360001,133.289993,31138000
GOOGL,6/6/2023,126.010002,128.289993,125.360001,127.309998,26638300
GOOG,7/28/2023,130.970001,134.070007,130.919998,133.009995,26971000
BTC-USD,9/16/2023,26606.19922,26754.76953,26473.89063,26568.28125,7402031417
GOOG,6/23/2023,122.040001,123.440002,121.860001,123.019997,29542900
LULU,9/5/2023,400,406.940002,397.279999,401.809998,1855900
GOOG,6/14/2023,123.800003,124.790001,122.160004,124.379997,24659600
LULU,8/16/2023,384.779999,389.779999,381.079987,381.160004,743500
TSLA,1/16/2024,215.100006,223.490005,212.179993,219.910004,115355000
TSLA,4/17/2023,186.320007,189.690002,182.690002,187.039993,116662200
TSLA,9/5/2023,245,258,244.860001,256.48999,129469600
BTC-USD,11/16/2023,37879.98047,37934.625,35545.47266,36154.76953,26007385366
BTC-USD,11/25/2023,37721.41406,37892.42969,37617.41797,37796.79297,9099571165
TSLA,12/11/2023,242.740005,243.440002,237.449997,239.740005,97913900
GOOGL,12/15/2023,131.619995,133.509995,131.179993,132.600006,50815200
BTC-USD,3/23/2023,27301.95703,28729.84375,27183.36328,28333.97266,24220433689
BTC-USD,11/10/2023,36702.25,37493.80078,36362.75391,37313.96875,22711265155
TSLA,6/2/2023,210.149994,217.25,209.75,213.970001,164129000
GOOG,11/10/2023,131.529999,134.270004,130.869995,134.059998,20872900
BTC-USD,11/27/2023,37454.19141,37559.35547,36750.12891,37254.16797,19002925720
LULU,8/15/2023,383,385.450012,378.01001,383.179993,941700
BTC-USD,8/26/2023,26047.23438,26107.38477,25983.87891,26008.46289,6034817316
LULU,8/2/2023,377.459991,378.579987,375,376.649994,916200
BTC-USD,12/17/2023,42236.10938,42359.49609,41274.54297,41364.66406,16678702876
TSLA,9/28/2023,240.020004,247.550003,238.649994,246.380005,117058900
GOOGL,5/16/2023,116.489998,120.75,116.43,119.510002,45035600
TSLA,4/18/2023,187.149994,187.690002,183.580002,184.309998,92067000
BTC-USD,9/5/2023,25814.95703,25858.375,25589.98828,25779.98242,11094740040
GOOG,4/17/2023,105.43,106.709999,105.32,106.419998,29043400
BTC-USD,8/30/2023,27726.08398,27760.16016,27069.20703,27297.26563,16343655235
BTC-USD,9/13/2023,25837.55469,26376.11328,25781.12305,26228.32422,13072077070
BTC-USD,12/8/2023,43293.13672,44705.51563,43125.29688,44166.60156,24421116687
BTC-USD,6/27/2023,30274.32031,31006.78711,30236.65039,30688.16406,16428827944
TSLA,11/1/2023,204.039993,205.990005,197.850006,205.660004,121661700
BTC-USD,3/5/2024,68341.05469,69170.625,59323.91016,63801.19922,1.03E+11
TSLA,9/18/2023,271.160004,271.440002,263.76001,265.279999,101543300
GOOG,12/18/2023,133.860001,138.380005,133.770004,137.190002,25699800
GOOGL,12/6/2023,131.440002,131.839996,129.880005,130.020004,23576200
GOOG,1/10/2024,142.520004,144.524994,142.460007,143.800003,16641900
BTC-USD,5/4/2023,29031.30469,29353.18555,28694.03906,28847.71094,15548678514
LULU,9/1/2023,393,406.75,385.109985,404.190002,5170400
BTC-USD,1/5/2024,44192.98047,44353.28516,42784.71875,44162.69141,32336029347
LULU,1/9/2024,488.929993,489.929993,483.089996,485.709991,1242700
GOOGL,9/12/2023,136.259995,136.869995,135.190002,135.339996,18405500
GOOGL,1/23/2024,145.889999,147.179993,145.5,147.039993,21636100
BTC-USD,12/25/2023,43010.57422,43765.09375,42765.76953,43613.14063,21115795370
BTC-USD,9/7/2023,25748.3125,26409.30273,25608.20117,26240.19531,11088307100
BTC-USD,9/19/2023,26760.85156,27488.76367,26681.60547,27211.11719,13807690550
GOOGL,2/14/2024,146.080002,146.520004,144.089996,145.940002,22704200
BTC-USD,6/26/2023,30480.52344,30636.0293,29955.74414,30271.13086,16493186997
TSLA,1/18/2024,216.880005,217.449997,208.740005,211.880005,108595400
GOOGL,3/20/2024,148,148.860001,146.740005,148.740005,21311500
LULU,9/19/2023,382.649994,386.440002,379.420013,384.450012,740800
GOOG,4/20/2023,104.650002,106.888,104.639999,105.900002,22515300
LULU,6/12/2023,362.179993,368.799988,357.160004,368.179993,1939900
GOOG,1/8/2024,138,140.639999,137.880005,140.529999,17645300
TSLA,4/3/2023,199.910004,202.690002,192.199997,194.770004,169545900
BTC-USD,1/24/2024,39877.59375,40483.78516,39508.79688,40077.07422,22359526178
LULU,8/1/2023,376.98999,382.309998,376,381.209991,1096100
LULU,9/27/2023,382.209991,384.290009,377.040009,379.140015,700400
BTC-USD,5/26/2023,26474.18164,26916.66992,26343.94922,26719.29102,12711619225
LULU,9/26/2023,380.630005,384.720001,378.290009,380.660004,1521100
TSLA,7/28/2023,259.859985,267.25,258.230011,266.440002,111446000
TSLA,8/2/2023,255.570007,259.519989,250.490005,254.110001,101752900
LULU,8/23/2023,374.959991,379.329987,368.829987,377.709991,1411400
TSLA,2/1/2024,188.5,189.880005,184.279999,188.860001,91843300
LULU,6/14/2023,370,378.76001,369.089996,377.209991,1827900
TSLA,11/3/2023,221.149994,226.369995,218.399994,219.960007,119281000
BTC-USD,5/25/2023,26329.46094,26591.51953,25890.59375,26476.20703,13851122697
GOOGL,9/27/2023,128.570007,130.899994,128.570007,130.539993,22746500
BTC-USD,1/30/2024,43300.22656,43838.94531,42711.37109,42952.60938,23842814518
TSLA,1/3/2024,244.979996,245.679993,236.320007,238.449997,121082600
GOOGL,12/8/2023,134.199997,136.399994,134.029999,134.990005,32233900
BTC-USD,11/2/2023,35441.57813,35919.84375,34401.57422,34938.24219,20998158544
GOOG,9/1/2023,138.429993,138.580002,135.940002,136.800003,16665700
TSLA,7/26/2023,263.25,268.040009,261.75,264.350006,95856200
BTC-USD,8/19/2023,26047.83203,26249.44922,25802.4082,26096.20508,10631443812
TSLA,9/27/2023,244.259995,245.330002,234.580002,240.5,136597200
BTC-USD,5/11/2023,27621.08594,27621.94141,26781.82617,27000.78906,16724343943
BTC-USD,6/1/2023,27218.41211,27346.10547,26671.7207,26819.97266,14678970415
TSLA,9/21/2023,257.850006,260.859985,254.210007,255.699997,119531000
BTC-USD,5/3/2023,28680.49414,29259.5332,28178.38867,29006.30859,19122972518
LULU,5/9/2023,377.109985,383.369995,375.929993,381.440002,1004900
BTC-USD,5/6/2023,29538.85938,29820.12695,28468.9668,28904.62305,15913866714
LULU,11/7/2023,409.899994,414.480011,406,413.690002,1175700
LULU,11/30/2023,439.769989,448.730011,438.600006,446.799988,2372000
BTC-USD,1/29/2024,42030.91406,43305.86719,41818.33203,43288.24609,20668476578
TSLA,4/5/2023,190.520004,190.679993,183.759995,185.520004,133882500
GOOG,3/7/2024,133.889999,135.820007,132.660004,135.240005,24107300
GOOGL,7/10/2023,118.300003,118.309998,116.139999,116.449997,35315200
GOOG,12/8/2023,135.660004,137.990005,135.570007,136.639999,22990900
BTC-USD,2/17/2024,52161.67578,52191.91406,50669.66797,51662.99609,20009091006
BTC-USD,5/1/2023,29227.10352,29329.93555,27680.79297,28091.56836,18655599976
GOOGL,11/15/2023,134.869995,135.029999,133.570007,134.619995,23861500
GOOG,2/29/2024,138.350006,139.949997,137.570007,139.779999,35485000
GOOG,8/1/2023,130.854996,132.919998,130.75,131.889999,22154300
BTC-USD,6/9/2023,26505.92383,26770.28906,26339.31445,26480.375,11015551640
GOOG,10/13/2023,140.649994,141.339996,137.970001,138.580002,19438700
TSLA,7/18/2023,290.149994,295.26001,286.01001,293.339996,112434700
GOOGL,5/17/2023,119.610001,121.669998,118.889999,120.839996,33323600
GOOGL,2/22/2024,144.929993,145,142.800003,144.089996,27191900
LULU,5/19/2023,375.209991,375.209991,365.109985,368.529999,1566400
GOOG,9/19/2023,138.25,139.175003,137.5,138.830002,15479100
LULU,2/9/2024,466.609985,471.26001,458.779999,470.23999,1350000
BTC-USD,4/29/2023,29336.56641,29452.45508,29088.04297,29248.48828,10662634333
BTC-USD,9/3/2023,25869.47266,26087.14844,25817.03125,25969.56641,8962524523
LULU,4/12/2023,370,370,363.109985,363.540009,1092900
GOOGL,12/27/2023,141.589996,142.080002,139.889999,140.369995,19628600
TSLA,3/15/2024,163.160004,165.179993,160.759995,163.570007,96971900
BTC-USD,8/17/2023,28699.80273,28745.94727,25409.11133,26664.55078,31120851211
BTC-USD,11/22/2023,35756.55469,37856.98047,35670.97266,37432.33984,24397247860
GOOG,4/18/2023,107,107.050003,104.779999,105.120003,17641400
GOOG,10/4/2023,133.660004,136.570007,133.429993,136.270004,22848000
GOOGL,1/11/2024,143.490005,145.220001,140.639999,142.080002,24008700
LULU,7/28/2023,375.869995,378.640015,374.529999,377.959991,1041400
GOOGL,3/1/2024,138.429993,138.869995,136.919998,137.139999,31119500
TSLA,5/4/2023,162.710007,162.949997,159.649994,161.199997,95108500
GOOGL,10/30/2023,123.209999,125.400002,122.75,124.459999,28940100
TSLA,10/23/2023,210,216.979996,202.509995,212.080002,150683400
TSLA,5/31/2023,199.779999,203.949997,195.119995,203.929993,150711700
GOOGL,3/5/2024,131.880005,133.240005,130.669998,132.669998,40194800
GOOGL,3/21/2024,149.470001,150.369995,146.899994,147.600006,24735700
BTC-USD,10/16/2023,27162.62891,29448.13867,27130.47266,28519.4668,27833876539
GOOGL,3/27/2023,104.620003,104.760002,101.93,102.459999,31120900
GOOGL,7/20/2023,121.419998,124.089996,118.220001,119.199997,37906800
BTC-USD,8/24/2023,26431.51953,26554.91016,25914.92578,26162.37305,12871532023
GOOGL,3/31/2023,101.300003,103.889999,101.040001,103.730003,36863400
LULU,7/21/2023,384.619995,388.380005,381,382.959991,2641800
BTC-USD,1/31/2024,42946.25,43717.40625,42298.94531,42582.60547,24673628793
GOOGL,12/26/2023,141.589996,142.679993,141.190002,141.520004,16780300
GOOGL,2/21/2024,141.449997,142.690002,140.679993,142.550003,23315700
TSLA,5/3/2023,160.009995,165,159.910004,160.610001,119728000
GOOGL,1/30/2024,152.800003,153.619995,151.190002,151.460007,36331800
LULU,12/21/2023,507.859985,511.269989,505.51001,511.029999,896600
BTC-USD,2/4/2024,42994.94141,43097.64453,42374.83203,42583.58203,14802225490
GOOG,9/8/2023,135.869995,137.514999,135.869995,137.199997,17810700
GOOG,3/6/2024,134.240005,134.740005,131.949997,132.559998,23175200
GOOGL,9/5/2023,135.440002,136.419998,134.580002,135.770004,19403100
LULU,10/17/2023,415,419.859985,412.190002,412.940002,28064700
GOOG,4/4/2023,104.839996,106.099998,104.599998,105.120003,20377200
LULU,5/5/2023,385.329987,389.059998,382.630005,386.709991,1318100
TSLA,12/19/2023,253.479996,258.339996,253.009995,257.220001,106737400
GOOG,3/21/2024,150.320007,151.304993,148.009995,148.740005,19826700
GOOG,10/20/2023,138.589996,139.039993,136.244995,136.740005,24953900
GOOGL,3/15/2024,142.5,143.179993,140.029999,141.179993,49460600
LULU,3/19/2024,457.690002,467.859985,454.230011,467.269989,1428900
BTC-USD,1/26/2024,39936.81641,42209.38672,39825.69141,41816.87109,25598119893
BTC-USD,8/29/2023,26102.48633,28089.33789,25912.62891,27727.39258,29368391712
BTC-USD,10/14/2023,26866.20313,26969,26814.58594,26861.70703,5388116782
BTC-USD,8/22/2023,26130.74805,26135.50781,25520.72852,26031.65625,14503820706
GOOG,8/11/2023,129.201996,130.440002,128.75,130.169998,15191500
GOOG,1/18/2024,143.440002,145.585007,143.350006,144.990005,18876800
LULU,9/14/2023,394.179993,394.179993,384.309998,388.73999,914200
GOOG,3/1/2024,139.610001,140,137.975006,138.080002,28522000
BTC-USD,10/11/2023,27392.07617,27474.11523,26561.09961,26873.32031,13648094333
GOOGL,11/30/2023,135.050003,135.550003,131.279999,132.529999,38988300
TSLA,2/28/2024,200.419998,205.300003,198.440002,202.039993,99806200
GOOG,4/12/2023,107.389999,107.586998,104.970001,105.220001,22761600
GOOGL,6/7/2023,126.970001,129.039993,122.120003,122.5,52539000
TSLA,4/26/2023,160.289993,160.669998,153.139999,153.75,153364100
BTC-USD,4/3/2023,28183.08008,28475.62305,27276.7207,27790.2207,19556501327
BTC-USD,6/4/2023,27075.12305,27407.01953,26968.22461,27119.06641,9360912318
TSLA,8/1/2023,266.26001,266.470001,260.25,261.070007,83166000
BTC-USD,7/15/2023,30331.7832,30407.78125,30263.46289,30295.80664,8011667756
TSLA,12/1/2023,233.139999,240.190002,231.899994,238.830002,121173500
LULU,3/8/2024,461.269989,465.420013,457.290009,460.390015,754700
TSLA,1/10/2024,235.100006,235.5,231.289993,233.940002,91628500
BTC-USD,4/5/2023,28169.72656,28739.23828,27843.76367,28177.98438,17052315986
BTC-USD,12/21/2023,43648.125,44240.66797,43330.05078,43869.15234,22452766169
TSLA,11/21/2023,235.039993,243.619995,233.339996,241.199997,122288000
BTC-USD,12/28/2023,43468.19922,43804.78125,42318.55078,42627.85547,22992093014
TSLA,4/4/2023,197.320007,198.740005,190.320007,192.580002,126463800
BTC-USD,7/23/2023,29790.11133,30330.64063,29741.52734,30084.53906,9220145050
TSLA,7/25/2023,272.380005,272.899994,265,265.279999,112757300
GOOG,12/13/2023,134.544998,134.779999,132.949997,133.970001,25414500
BTC-USD,9/18/2023,26532.99414,27414.73438,26415.51563,26754.28125,15615339655
GOOG,11/8/2023,132.360001,133.539993,132.160004,133.259995,15093600
BTC-USD,10/24/2023,33077.30469,35150.43359,32880.76172,33901.52734,44934999645
TSLA,5/30/2023,200.100006,204.479996,197.529999,201.160004,128818700
BTC-USD,3/27/2023,27994.06836,28037.92578,26606.68945,27139.88867,18188895178
GOOGL,5/3/2023,105.529999,107.489998,104.959999,105.410004,21795400
TSLA,12/6/2023,242.919998,246.570007,239.169998,239.369995,126436200
GOOG,9/5/2023,136.440002,137.369995,135.559998,136.710007,17730200
GOOG,1/26/2024,152.869995,154.110001,152.800003,153.789993,19494500
GOOGL,1/4/2024,138.419998,139.160004,136.350006,136.389999,27137700
LULU,6/21/2023,384.029999,385.5,378.019989,378.809998,1212900
BTC-USD,2/14/2024,49733.44531,52021.37109,49296.83203,51826.69531,39105608050
GOOGL,6/22/2023,120,123.239998,118.830002,123.150002,26952200
TSLA,5/2/2023,161.880005,165.490005,158.929993,160.309998,128259700
BTC-USD,4/11/2023,29653.67969,30509.08398,29609.30078,30235.05859,20121259843
BTC-USD,12/5/2023,41986.26563,44408.66406,41421.14844,44080.64844,36312154535
LULU,12/22/2023,502.600006,510.480011,502.220001,510,1178300
LULU,2/28/2024,466.5,474.170013,463.339996,464.140015,913800
LULU,10/5/2023,367.5,367.5,360.200012,360.359985,1625400
GOOG,3/29/2023,102.720001,102.82,101.029999,101.900002,26148300
GOOGL,2/28/2024,137.899994,138.009995,135.410004,136.380005,37328600
LULU,5/17/2023,371.299988,373.23999,367.350006,372.220001,1377200
GOOGL,9/13/2023,135.089996,136.899994,134.149994,136.710007,20749500
GOOG,6/1/2023,123.5,125.040001,123.300003,124.370003,25017700
BTC-USD,5/29/2023,28075.5918,28432.03906,27563.87695,27745.88477,15181308984
GOOG,6/8/2023,122.584999,123.730003,122.010002,122.669998,24815000
LULU,6/26/2023,377.309998,378.290009,373.470001,373.769989,1028100
BTC-USD,5/21/2023,27118.42383,27265.91797,26706.92188,26753.82617,8647416921
TSLA,3/27/2023,194.419998,197.389999,189.940002,191.809998,120851600
BTC-USD,10/30/2023,34531.74219,34843.93359,34110.97266,34502.36328,17184860315
TSLA,5/22/2023,180.699997,189.320007,180.110001,188.869995,132001400
TSLA,1/23/2024,211.300003,215.649994,207.75,209.139999,106605900
GOOG,1/19/2024,146.304993,148.039993,145.800003,147.970001,27170900
GOOGL,5/2/2023,107.139999,107.199997,103.709999,105.32,30997200
BTC-USD,3/20/2024,61930.15625,68115.25781,60807.78516,67913.67188,66792634382
GOOGL,11/13/2023,131.779999,132.589996,131.25,132.089996,18324800
LULU,8/21/2023,382.950012,385.73999,381.339996,384.899994,1009200
GOOGL,9/20/2023,138.080002,138.080002,133.619995,133.740005,29927500
GOOG,6/7/2023,127.574997,129.550003,122.629997,122.940002,34179300
GOOGL,6/29/2023,119.239998,120.059998,118.300003,119.099998,24090900
BTC-USD,1/6/2024,44178.95313,44227.63281,43475.15625,43989.19531,16092503468
GOOG,3/19/2024,148.979996,149.619995,147.009995,147.919998,17748400
LULU,6/5/2023,363,363.640015,355.609985,356.440002,3093000
LULU,10/10/2023,372.640015,378.839996,371.440002,373.029999,1178500
LULU,6/6/2023,357.899994,361.609985,354.779999,356.019989,1707900
BTC-USD,4/18/2023,29449.0918,30470.30273,29154.84961,30397.55273,19480529496
LULU,12/7/2023,460.670013,466.630005,460.600006,464.670013,3243500
GOOGL,6/27/2023,117.080002,119.080002,116.099998,118.330002,39535900
GOOGL,4/20/2023,103.910004,106.25,103.870003,105.290001,27820800
GOOGL,8/3/2023,127.970001,129.389999,127.419998,128.449997,20089500
BTC-USD,5/24/2023,27224.60352,27224.60352,26106.57617,26334.81836,16299104428
BTC-USD,11/1/2023,34657.27344,35527.92969,34170.69141,35437.25391,22446272005
TSLA,2/20/2024,196.130005,198.600006,189.130005,193.759995,104545800
BTC-USD,11/30/2023,37861.11719,38141.75391,37531.14063,37712.74609,18115982627
TSLA,12/4/2023,235.75,239.369995,233.289993,235.580002,104099800
GOOG,12/5/2023,130.369995,133.539993,129.729996,132.389999,19235100
BTC-USD,8/25/2023,26163.67969,26248.10352,25786.8125,26047.66797,12406045118
BTC-USD,7/4/2023,31156.86523,31325.19727,30659.35547,30777.58203,12810828427
BTC-USD,12/3/2023,39472.20703,40135.60547,39298.16406,39978.39063,15769696322
BTC-USD,7/3/2023,30624.51563,31375.61328,30586.51367,31156.43945,15271884873
GOOG,1/23/2024,147.720001,148.860001,147.190002,148.679993,14113600
TSLA,11/2/2023,212.970001,219.199997,211.449997,218.509995,125987600
GOOG,8/7/2023,129.509995,132.059998,129.429993,131.940002,17621000
GOOGL,6/28/2023,117.089996,120.389999,116.849998,120.18,27091400
TSLA,7/12/2023,276.329987,276.519989,271.459991,271.98999,95672100
GOOGL,10/18/2023,139.449997,140.720001,137.380005,137.960007,23375000
GOOG,1/31/2024,145.389999,145.589996,141.550003,141.800003,43908600
GOOGL,6/14/2023,123.099998,124.050003,121.449997,123.669998,30592300
TSLA,11/6/2023,223.979996,226.320007,215,219.270004,117335800
BTC-USD,6/30/2023,30441.35352,31256.86328,29600.27539,30477.25195,26387306197
TSLA,2/15/2024,189.160004,200.880005,188.860001,200.449997,120831800
BTC-USD,1/11/2024,46656.07422,48969.37109,45678.64453,46368.58594,45833734549
GOOG,5/25/2023,125.209999,125.980003,122.900002,124.349998,33812700
BTC-USD,1/23/2024,39518.71484,40127.35156,38521.89453,39845.55078,29244553045
GOOGL,4/17/2023,104.660004,106.160004,104.519997,105.970001,37571200
LULU,3/7/2024,449.029999,461,449.029999,457.279999,1078300
TSLA,9/26/2023,242.979996,249.550003,241.660004,244.119995,101993600
GOOGL,10/17/2023,138.630005,139.899994,137.179993,139.720001,23515800
GOOG,1/3/2024,138.600006,141.089996,138.429993,140.360001,18974300
BTC-USD,8/3/2023,29161.8125,29375.70703,28959.48828,29178.67969,12780357746
BTC-USD,10/9/2023,27934.47266,27989.4707,27302.5625,27583.67773,12007668568
GOOGL,10/12/2023,141.050003,141.220001,138.259995,138.970001,24765500
GOOG,3/12/2024,138.25,140.279999,138.210007,139.619995,19019700
BTC-USD,2/1/2024,42569.76172,43243.16797,41879.19141,43075.77344,21423953779
GOOG,3/22/2024,150.190002,152.550003,150.089996,152.279999,5214794
GOOGL,10/16/2023,138.169998,139.630005,137.990005,139.100006,28501900
BTC-USD,7/31/2023,29278.31445,29489.87305,29131.57813,29230.11133,11656781982
BTC-USD,3/21/2024,67911.58594,68199.99219,64580.91797,65491.39063,44480350565
GOOG,9/12/2023,137.130005,137.639999,135.929993,136.070007,15212900
GOOG,11/3/2023,129.089996,130.729996,129.009995,130.369995,19517900
GOOGL,10/20/2023,137.330002,137.869995,135.080002,135.600006,26315200
BTC-USD,1/8/2024,43948.70703,47218,43244.08203,46970.50391,42746192015
GOOGL,11/16/2023,135.190002,137.220001,134.320007,136.929993,28013200
BTC-USD,8/9/2023,29766.69531,30093.43555,29376.80078,29561.49414,18379521213
BTC-USD,7/9/2023,30291.61133,30427.58984,30085.5918,30171.23438,7903327692
TSLA,8/29/2023,238.580002,257.480011,237.770004,257.179993,134047600
LULU,8/9/2023,382,386,376.630005,382.329987,748100
BTC-USD,3/18/2024,68371.30469,68897.13281,66594.22656,67548.59375,49261579492
LULU,2/12/2024,473.279999,478,465.119995,466.079987,1174700
BTC-USD,4/4/2023,27795.27344,28433.74219,27681.30469,28168.08984,15284538859
TSLA,6/22/2023,250.770004,265,248.25,264.609985,166875900
GOOGL,5/11/2023,115.400002,117.919998,114.410004,116.57,78900000
BTC-USD,2/9/2024,45297.38281,48152.49609,45260.82422,47147.19922,39316770844
BTC-USD,5/13/2023,26807.76953,27030.48242,26710.87305,26784.07813,9999171605
BTC-USD,12/14/2023,42884.26172,43390.85938,41767.08984,43023.97266,25578530178
GOOG,12/27/2023,142.830002,143.320007,141.050995,141.440002,17288400
TSLA,8/14/2023,235.699997,240.660004,233.75,239.759995,98595300
TSLA,11/29/2023,249.210007,252.75,242.759995,244.139999,135401300
BTC-USD,2/13/2024,49941.35938,50358.39063,48406.49609,49742.44141,35593051468
TSLA,1/2/2024,250.080002,251.25,244.410004,248.419998,104654200
GOOG,1/30/2024,154.009995,155.039993,152.774994,153.050003,26578900
LULU,7/6/2023,370,373.48999,366.01001,367.029999,1136000
GOOG,10/23/2023,136.229996,139.020004,135.110001,137.899994,20780700
GOOG,11/15/2023,136.639999,136.839996,135.330002,136.380005,15840900
GOOG,2/9/2024,147.949997,150.695007,147.429993,150.220001,21877700
TSLA,7/5/2023,278.820007,283.850006,277.600006,282.480011,131530900
LULU,6/9/2023,355.48999,360.5,354.01001,360.399994,1707000
BTC-USD,8/23/2023,26040.47461,26786.89844,25804.99805,26431.64063,16985265785
LULU,10/25/2023,401,403.820007,396.119995,396.700012,1309700
LULU,4/17/2023,369.98999,373.410004,366.98999,368.380005,1820000
GOOG,4/13/2023,106.470001,108.264999,106.440002,108.190002,21650700
BTC-USD,11/12/2023,37133.99219,37227.69141,36779.11719,37054.51953,11545715999
GOOGL,6/20/2023,122.93,124.57,122.139999,123.099998,26097500
LULU,4/20/2023,369.529999,377.839996,369.070007,376.709991,1403800
GOOG,7/20/2023,122.120003,124.699997,118.684998,119.529999,27541700
TSLA,2/5/2024,184.259995,184.679993,175.009995,181.059998,134294400
LULU,6/27/2023,375.290009,377.5,374.160004,374.519989,823300
LULU,3/27/2023,316.299988,317.869995,310.410004,317.220001,1817600
